aaadkrrv: aardvark
aeimosttv: motivates
agiimnottv: motivating
aiimnoottv: motivation
aaiilmnoottv: motivational
aaiillmnoottvy: motivationally
aiimnoosttv: motivations
aimoorttv: motivator
eimotv: motive
eimostv: motives
elmoty: motley
cmooorsst: motocross
moort: motor
beikmoort: motorbike
abmooortt: motorboat
bmoorstu: motorbus
acdemoort: motorcade
acdemoorst: motorcades
'acdemoorst: motorcade's
acmoorrt: motorcar
acmoorrst: motorcars
'acmoorrst: motorcar's
ccelmoorty: motorcycle
ccelmoorsty: motorcycles
'ccelmoorsty: motorcycle's
ccilmoorstty: motorcyclist
demoort: motored
gimnoort: motoring
aiimnooorstt: motorisation
aiimnooorsstt: motorisations
'aiimnooorsstt: motorisation's
eimoorst: motorise
deimoorst: motorised
eimoorsst: motorises
giimnoorst: motorising
imoorstt: motorist
imoorsstt: motorists
'imoorsstt: motorist's
ammnoort: motorman
emmnoort: motormen
moorst: motors
amoortwy: motorway
mnootw: motown
elmott: mottle
delmott: mottled
elmostt: mottles
gilmnott: mottling
moott: motto
emoostt: mottoes
moostt: mottos
dlmou: mould
abddlmooru: mouldboard
ddelmou: moulded
delmoru: moulder,remould
degilmnoru: mouldering,remoulding
dgilmnou: moulding
dlmosu: moulds
dlmouy: mouldy
lmotu: moult
dmnou: mound
ddemnou: mounded
dmnosu: mounds
mnotu: mount
abelmnotu: mountable
aimnnotu: mountain
aeegiimnnnortu: mountaineering
aimnnoostuu: mountainous
ailmnnoostuuy: mountainously
aimnnostu: mountains
'aimnnostu: mountain's
adeiimnnostu: mountainside
adeiimnnosstu: mountainsides
aimnnoopttu: mountaintop
aimnnoopsttu: mountaintops
'aimnnoopsttu: mountaintop's
abekmnnotu: mountebank
gimnnotu: mounting
gimnnostu: mountings
mnostu: mounts
mnoru: mourn
demnoru: mourned
emnorru: mourner
emnorrsu: mourners
flmnoruu: mournful
fllmnoruuy: mournfully
eflmnnorssuu: mournfulness
gimnnoru: mourning
mnorsu: mourns
emosu: mouse
emorsu: mouser
aemoprstu: mousetrap
eimorsu: mousier
eimnosssu: mousiness
aakmossu: moussaka
emossu: mousse
acehmostu: moustache
acdehmostu: moustached
acehmosstu: moustaches
mosuy: mousy
hmotu: mouth
dehmotu: mouthed
fhlmotuu: mouthful
ehimortu: mouthier
ghimnotu: mouthing
ahmoprttu: mouthpart
ceehimoptu: mouthpiece
ceehimopstu: mouthpieces
hmostu: mouths
ahhmostuw: mouthwash
hmotuy: mouthy
abelmov: movable
ablmovy: movably
emov: move
demov: moved
eemmnotv: movement
eemmnostv: movements
'eemmnostv: movement's
emorv: mover
emorsv: movers
emosv: moves
eimov: movie
eegimoorv: moviegoer
aeeikmmorv: moviemaker
eimosv: movies
'eimosv: movie's
gimnov: moving
gilmnovy: movingly
mow: mow
demow: mowed
emorw: mower
emorsw: mowers
gimnow: mowing
mnow: mown
mosw: mows
eimox: moxie
aaellmorzz: mozzarella
acegilmu: mucilage
acgiilmnosuu: mucilaginous
ckmu: muck
cdekmu: mucked
cgikmnu: mucking
ceklmu: muckle
acekkmru: muckrake
acekkmrru: muckraker
acgikkmnru: muckraking
ckmsu: mucks
ckmmoruw: muckworm
ckmuy: mucky
cmosuu: mucous
cmsuu: mucus
dmu: mud
dddemu: mudded
dddeimu: muddied
ddeimru: muddier
ddilmuy: muddily
ddeimnssu: muddiness
ddgimnu: mudding
ddelmu: muddle
dddelmu: muddled
addddeeehlmu: muddleheaded
ddelmsu: muddles
ddgilmnu: muddling
ddmuy: muddy
ddgimnuy: muddying
dfhimsu: mudfish
addgmruu: mudguard
acdkmpu: mudpack
dillmsu: mudsill
deikmpprsu: mudskipper
deikmpprssu: mudskippers
dgilmnsu: mudsling
degilmnrsu: mudslinger
degilmnrssu: mudslingers
dggiilmnnsu: mudslinging
demnosstu: mudstones
eemnrstu: muenster
eilmsu: muesli
eimnuzz: muezzin
ffmu: muff
ffimnu: muffin
ffimnsu: muffins
'ffimnsu: muffin's
efflmu: muffle
defflmu: muffled
efflmru: muffler
efflmrsu: mufflers
efflmsu: muffles
ffgilmnu: muffling
ffmsu: muffs
'ffmsu: muff's
fimtu: mufti
fimstu: muftis
deggmu: mugged
eggmru: mugger
eggmrsu: muggers,smugger
eggimru: muggier
eggimnssu: mugginess
gggimnu: mugging
gggimnsu: muggings
ggimnsu: muggins
ggmuy: muggy
kklmuu: mukluk
almottu: mulatto
aelmosttu: mulattoes
almosttu: mulattos
beeilmrrsu: mulberries
belmrruy: mulberry
'belmrrsuy: mulberry's
chlmu: mulch
cdehlmu: mulched
cehlmsu: mulches
cghilmnu: mulching
clmtu: mulct
elmu: mule
elmsu: mules
'elmsu: mule's
eeelmrtu: muleteer
hilmsu: mulish
hillmsuy: mulishly
ehilmnsssu: mulishness
llmu: mull
ahllmu: mullah
eillmnu: mullein
ellmtu: mullet
ellmstu: mullets
agillmnu: mulligan
aagillmntuwy: mulligatawny
gillmnu: mulling
illmnou: mullion
ilmtu: multi
aceillllmrtuu: multicellular
acehillmnntu: multichannel
chiilmptu: multichip
cillmoortuu: multicolour
cdeillmoortuu: multicoloured
cillmmnotuu: multicolumn
ceillmoprtuu: multicoupler
adeiiillmmnnostu: multidimensional
adeiiiillmmnnosttuy: multidimensionality
acdiiiillmnprstuy: multidisciplinary
eegiilmnntu: multiengine
acdeefilmttu: multifaceted
afiilmorstuu: multifarious
afiillmorstuuy: multifariously
bdefiilmrtu: multifibred
filmmortu: multiform
hilmoptu: multihop
dehilmtuu: multihued
hilllmtuu: multihull
aeillmntu: multilane
aaeilllmrttu: multilateral
aaeiilllmrstttu: multilateralist
aaeillllmrttuy: multilaterally
aeillmrtuy: multilayer
eeilllmtuv: multilevel
deeeillllmtuv: multilevelled
agiilllmntuu: multilingual
agiiilllmmnstuu: multilingualism
agiillllmntuuy: multilingually
adeiilmmtu: multimedia
aegilmmnottu: multimegaton
eeilmmrttu: multimeter
aeiiiilllmmnortu: multimillionaire
aaiillmnnottu: multinational
aiillmmnotu: multinomial
aceillmnrtuu: multinuclear
aceeillmnttuu: multinucleate
acdeeillmnttuu: multinucleated
aceiklmpttu: multipacket
aeiilmprtttu: multipartite
aehilmpstu: multiphase
eillmptu: multiple
eillmpstu: multiples
'eillmpstu: multiple's
eillmptux: multiplex
eeillmprtux: multiplexer
eeillmprstux: multiplexers
eeillmpstux: multiplexes
egiillmnptux: multiplexing
eillmoprtux: multiplexor
eillmoprstux: multiplexors
'eillmoprstux: multiplexor's
abeiilllmptu: multipliable
acdiillmnptu: multiplicand
acdiillmnpstu: multiplicands
'acdiillmnpstu: multiplicand's
aciiillmnopttu: multiplication
aciiillmnopsttu: multiplications
aceiiillmpttuv: multiplicative
aceiiilllmpttuvy: multiplicatively
ciiillmpttuy: multiplicity
deiillmptu: multiplied
eiillmprtu: multiplier
eiillmprstu: multipliers
eiillmpstu: multiplies
illmptuy: multiply
giillmnptuy: multiplying
aillmoprtu: multipolar
ceilmoprsstu: multiprocess
cegiilmnoprsstu: multiprocessing
ceilmooprrsstu: multiprocessor
ceilmooprrssstu: multiprocessors
'ceilmooprrssstu: multiprocessor's
aggiilmmmnoprrtu: multiprogramming
degilmnoprtu: multipronged
eilmopprstuu: multipurpose
aaciillmrtu: multiracial
aaciiillmmrstu: multiracialism
eillmortu: multirole
aegilmsttu: multistage
agiiklmnsttu: multitasking
deilmttuu: multitude
deilmsttuu: multitudes
'deilmsttuu: multitude's
diilmnosttuuu: multitudinous
diillmnosttuuuy: multitudinously
aeillmnttuv: multivalent
aabeiillmrtuv: multivariable
aaeiilmrttuv: multivariate
eiilmrsttuvy: multiversity
dilmortuw: multiword
mmu: mum
belmmu: mumble
bdelmmu: mumbled
belmmru: mumbler
belmmsu: mumbles
bgilmmnu: mumbling
bgilmmnsu: mumblings
bmmou: mumbo
emmmru: mummer
emmmruy: mummery
eimmmsu: mummies
acfiiimmmnotu: mummification
acfiiimmmnostu: mummifications
defiimmmu: mummified
fimmmuy: mummify
mmmuy: mummy
'mmmsuy: mummy's
mmpsu: mumps
chmnu: munch
cdehmnu: munched
cehmnsu: munches
cghimnnu: munching
ademnnu: mundane,unnamed
adelmnnuy: mundanely
aciilmnpu: municipal
aceiiiilmnpstu: municipalities
aciiilmnptuy: municipality
'aciiilmnpstuy: municipality's
aciillmnpuy: municipally
cceefiimnnu: munificence
cefiimnntu: munificent
cefiilmnntuy: munificently
iimnnostu: munitions
almru: mural
almrsu: murals
demrru: murder
deemrrrsu: murderers
deemrrssu: murderess
demorrsuu: murderous
delmorrsuuy: murderously
demrrsu: murders
emrux: murex
kmru: murk
eikmrru: murkier
iklmruy: murkily
eikmnrssu: murkiness
kmruy: murky
mmrruu: murmur
demmrruu: murmured
gimmnrruu: murmuring
mmrrsuu: murmurs
aimnrru: murrain
acelmstu: muscatel
celmsu: muscle
cdelmsu: muscled
acelmmnsu: muscleman
ceelmmnsu: musclemen
celmssu: muscles
cgilmnsu: muscling
ceimostuv: muscovite
aclmrsuu: muscular
acilmrstuuy: muscularity
acllmrsuuy: muscularly
acelmrstuuu: musculature
emsu: muse
demsu: mused,sedum
emmsuu: museum
emmssuu: museums
'emmssuu: museum's
ehimrsu: mushier
hilmsuy: mushily
ehimnsssu: mushiness
hmmoorsu: mushroom
dehmmoorsu: mushroomed
ghimmnoorsu: mushrooming
hmmoorssu: mushrooms
hmsuy: mushy
cimsu: music
acilmsu: musical
aceilmsu: musicale
aciilmstuy: musicality
acillmsuy: musically
acilmssu: musicals
aciimnsu: musician
aciimnssu: musicians
achiiimnpssu: musicianship
accgiillmoosu: musicological
cgiilmoosstu: musicologist
cgiilmoossstu: musicologists
cgilmoosuy: musicology
gimnsu: musing
gilmnsuy: musingly
gimnssu: musings,mussing
kmsu: musk
egkmsu: muskeg
eegkllmnsuu: muskellunge
ekmstu: musket
eeekmrstu: musketeer
ekmrstuy: musketry
ekmsstu: muskets
'ekmsstu: musket's
eikmrsu: muskier
eikmnsssu: muskiness
eklmmnosu: muskmelon
akmrstu: muskrat
akmrsstu: muskrats
'akmrsstu: muskrat's
kmsuy: musky
ilmnsu: muslin
mssu: muss,sums
demssu: mussed
elmssu: mussel
elmsssu: mussels
'elmsssu: mussel's
emsssu: musses
mstu: must,smut
achimostu: mustachio
achimosstu: mustachios
agmnstu: mustang
agmnsstu: mustangs
admrsstu: mustards
deemrstu: mustered
egimnrstu: mustering
emrsstu: musters
eimrstu: mustier
eimnssstu: mustiness
'mnsttu: mustn't
msstu: musts,smuts
'emstuv: must've
mstuy: musty
abiilmttuy: mutability
abelmtu: mutable
ablmtuy: mutably
amnttu: mutant
amnsttu: mutants
aemttu: mutate
ademttu: mutated
aemsttu: mutates
agimnttu: mutating
aimnottu: mutation
aailmnottu: mutational
aimnosttu: mutations
aeimttuv: mutative
emtu: mute
demtu: muted
delmtuy: mutedly
elmtuy: mutely
eemnsstu: muteness
emrtu: muter
emstu: mutes
emsttu: mutest
aeilmttu: mutilate,ultimate
adeilmttu: mutilated
aeilmsttu: mutilates,stimulate
agiilmnttu: mutilating
aiilmnottu: mutilation
aiilmnosttu: mutilations,stimulation
ailmorttu: mutilator
eeimnrtu: mutineer
gimntu: muting
eiimnstu: mutinies
imnostuu: mutinous
ilmnostuuy: mutinously
imntuy: mutiny
'imnstuy: mutiny's
mttu: mutt
emrttu: mutter
deemrttu: muttered
eemrrttu: mutterer
eemrrsttu: mutterers
egimnrttu: muttering
emrsttu: mutters
mnottu: mutton
adehmnottu: muttonhead
almtuu: mutual,umlaut
aaiilmnosttuu: mutualisation
'aaiilmnossttuu: mutualisation's
ailmmstuu: mutualism
ailmttuuy: mutuality
allmtuuy: mutually
mmuuuu: muumuu
eimruzz: muzzier
elmuzz: muzzle
delmuzz: muzzled
elmsuzz: muzzles
'elmsuzz: muzzle's
gilmnuzz: muzzling
muyzz: muzzy
my: my
aagilmy: myalgia
aaehimnsty: myasthenia
ceilmmuy: mycelium
cimny: mycin
cglmooyy: mycology
cimossy: mycosis
eilmny: myelin
deilmoy: myeloid
almry: mylar
eilmnoty: mylonite
ahmny: mynah
aacdilmory: myocardial
acdimmoruy: myocardium
bfiilmory: myofibril
aimopy: myopia
cimopy: myopic
acillmopyy: myopically
imnosy: myosin,simony
adimry: myriad
hmrry: myrrh
elmrty: myrtle
eflmsy: myself
eeimrssty: mysteries
eimorsstuy: mysterious
eilmorsstuyy: mysteriously
eeimnorsssstuy: mysteriousness
emrstyy: mystery
'emrsstyy: mystery's
cimsty: mystic
acilmsty: mystical
acillmstyy: mystically
ciimmssty: mysticism
ciimmsssty: mysticisms
cimssty: mystics
'cimssty: mystic's
acfiiimnostty: mystification
defiimsty: mystified
efiimssty: mystifies
fimstyy: mystify
fgiimnstyy: mystifying
fgiilmnstyyy: mystifyingly
eimqstuy: mystique
hmty: myth
chimty: mythic
achilmty: mythical
achillmtyy: mythically
aehkmmrty: mythmaker
aghikmmnty: mythmaking
acghillmooty: mythological
eghilmoosty: mythologies
ghilmoostty: mythologist
ghlmootyy: mythology
'ghlmoostyy: mythology's
hmsty: myths
'hmsty: myth's
gmnuuz: mzungu
'ns: n's
abbden: nabbed
abbginn: nabbing
abbno: nabob
aceelln: nacelle
acenorsu: nacreous
agn: nag
adeggn: nagged
aggginn: nagging
agns: nags,sang,snag
'agns: nag's
aadin: naiad
abhilnrsu: nailbrush
agiilnn: nailing
ailns: nails,slain,snail
aeinv: naive
aeilnvy: naively
aeintvy: naivety
adeklny: nakedly
adeeknnss: nakedness
aeellmnssy: namelessly
aeeelmnnssss: namelessness
aaeelmnpt: nameplate
aaeelmnpst: nameplates
aaeekmns: namesake
aaeekmnss: namesakes
'aaeekmnss: namesake's
aaeemnpt: nametape
agimnn: naming
aeeknnn: nankeen
aeinnns: nannies
annny: nanny
aaegmmnnor: nanogramme
aaegmmnnors: nanogrammes
aeemnnort: nanometre
aeemnnorst: nanometres
aceimnnort: nanometric
aaklnnnnoopt: nanoplankton
acdennnoos: nanosecond
acdennnooss: nanoseconds
anp: nap,pan
aalmnp: napalm
aenp: nape,neap,pane
aenpry: napery
aahhnpt: naphtha
aaeehhlnnpt: naphthalene
aiknnp: napkin
aiknnps: napkins
'aiknnps: napkin's
aeinpps: nappies,pinesap
aginnpp: napping
anppy: nappy
anps: naps,pans,snap,span
'anps: nap's,pan's
aciinrss: narcissi
aciimnrsss: narcissism
aciinrssst: narcissist
acciiinrssst: narcissistic
acinrsssu: narcissus
aceinrssssu: narcissuses
acelnoprsy: narcolepsy
acceilnoprt: narcoleptic
acinorss: narcosis
accinort: narcotic
accinorst: narcotics
acdeinorst: narcotised,redactions
aceinorsst: narcotises
acgiinnorst: narcotising
aaenrrt: narrate
aadenrrt: narrated
aaenrrst: narrates
aaginnrrt: narrating
aainnorrt: narration
aainnorrst: narrations
aaeinrrtv: narrative
aaeinrrstv: narratives
'aaeinrrstv: narrative's
aanorrrt: narrator
aanorrrst: narrators
anorrw: narrow
adenorrw: narrowed
aenorrrw: narrower
aenorrstw: narrowest
aginnorrw: narrowing
alnorrwy: narrowly
aennorrssw: narrowness
anorrsw: narrows
aehnrtx: narthex
aahlnrw: narwhal
aahlnrsw: narwhals
'aahlnrsw: narwhal's
anry: nary,yarn
aalns: nasal
aailnsty: nasality
aallnsy: nasally
acceenns: nascence
acennst: nascent
aeinrst: nastier,retains,retinas
ailnsty: nastily,saintly
aeinnssst: nastiness
aimnrsttuu: nasturtium
ansty: nasty,tansy
aalnt: natal
aailnnot: national
aaaiiilnnnoostt: nationalisation
aaaiiilnnnoosstt: nationalisations
'aaaiiilnnnoosstt: nationalisation's
aaeiilnnost: nationalise
aaeiilnnosst: nationalises
aagiiilnnnost: nationalising
aaiilmnnosst: nationalisms
aaiilnnostt: nationalist
aaciiilnnostt: nationalistic
aaaciiilllnnostty: nationalistically
aaiilnnosstt: nationalists
'aaiilnnosstt: nationalist's
aaeiiilnnostt: nationalities
aaiilnnotty: nationality
'aaiilnnostty: nationality's
aaillnnoty: nationally
aailnnost: nationals
adhinnooot: nationhood
'ainnost: nation's
adeiinnotw: nationwide
aeintv: native
aeilntvy: natively,venality
aeinstv: natives
aiinttvy: nativity
aenrtt: natter
aacejknrtt: natterjack
ailntty: nattily
aeinnsstt: nattiness
antty: natty
aalnrtu: natural
aaaiilnnorsttu: naturalisation
aaaiilnnorssttu: naturalisations
'aaaiilnnorssttu: naturalisation's
aaeilnrstu: naturalise
aadeilnrstu: naturalised
aaeilnrsstu: naturalises
aagiilnnrstu: naturalising
aailmnrstu: naturalism
aailnrsttu: naturalist
aaciilnrsttu: naturalistic
aaaciilllnrsttuy: naturalistically
aallnrtuy: naturally
aaelnnrsstu: naturalness
aalnrstu: naturals
aenrtu: nature
adenrtu: natured
aenrstu: natures,saunter
'aenrstu: nature's
aimnrstu: naturism
aahnoprttu: naturopath
aahnoprttuy: naturopathy
aghntu: naught
aeghinrtu: naughtier
aghilntuy: naughtily
aeghinnsstu: naughtiness
aghntuy: naughty
aaensu: nausea
aaenssu: nauseas
aaeenstu: nauseate
aadeenstu: nauseated
aaeensstu: nauseates
aaeginnstu: nauseating
aaegilnnstuy: nauseatingly
aenossuu: nauseous
aelnossuuy: nauseously
aacilntu: nautical
aacillntuy: nautically
ailnstuu: nautilus
aalnv: naval
aenv: nave,vane,vena
aelnv: navel,venal
aelnsv: navels
aensv: naves,vanes
aeinsv: navies
aabgiiilntvy: navigability
aabegilnv: navigable
aaegintv: navigate
aadegintv: navigated
aaeginstv: navigates
aaggiinntv: navigating
aagiinnotv: navigation
aaagiilnnotv: navigational
aaagiillnnotvy: navigationally
aagiinnostv: navigations
aaginortv: navigator
aaginorstv: navigators
'aaginorstv: navigator's
anvvy: navvy
anvy: navy
'ansvy: navy's
abenry: nearby
aelnry: nearly
adeeghinrst: nearsighted
adeeghilnrsty: nearsightedly
adeeeghinnrssst: nearsightedness
aeennt: neaten
aeenrt: neater
aeenstt: neatest
aelnty: neatly
aeennsst: neatness
bbehins: nebbish
abelnu: nebula,unable
abeelnu: nebulae
abelnru: nebular
beilnostuy: nebulosity
belnosuu: nebulous
bellnosuuy: nebulously
beelnnosssuu: nebulousness
aceeeinrsss: necessaries
aceeilnrssy: necessarily
aceenrssy: necessary
aceeeinsstt: necessitate
acdeeeinsstt: necessitated
aceeeinssstt: necessitates
aceegiinnsstt: necessitating
aceeiinnosstt: necessitation
ceeeiinssst: necessities
ceeinossstu: necessitous
ceeeinnossssstu: necessitousness
ceeinssty: necessity
cekn: neck
abcdeknn: neckband
cdeekn: necked
cceeefhiknr: neckerchief
cegiknn: necking
acceekln: necklace
acceeklns: necklaces
'acceeklns: necklace's
ceeiklnn: neckline
cceeeiknp: neckpiece
cekns: necks
ceeiknt: necktie
ceeiknst: neckties
'ceeiknst: necktie's
aceeknrw: neckwear
ceglnoory: necrology
acceemnnorr: necromancer
acceemnnorrs: necromancers
accemnnory: necromancy
acceimnnort: necromantic
acehiilnopr: necrophilia
abcehinoopr: necrophobia
ceilnooprs: necropolis
cenoprsy: necropsy
ceenorss: necroses
ceinorss: necrosis
aceeinnrt: nectarine
een: nee
deen: need
ddeeen: needed
deeflnu: needful
deeeflnnssu: needfulness
deeeinr: needier
deeeinnss: neediness
deeginn: needing
deeeln: needle
cddeeelnor: needlecord
acdeeeflnrt: needlecraft
ddeeeln: needled
deeefhilns: needlefish
deeeilnnopt: needlepoint
deeelns: needles
deeellnssy: needlessly
deeeelnnssss: needlessness
adeeelmnnow: needlewoman
deeeelmnnow: needlewomen
deeeklnorw: needlework
deegilnn: needling
'deennt: needn't
deeny: needy
aefinorsu: nefarious
aefilnorsuy: nefariously
aeefinnorsssu: nefariousness
aeegnt: negate
adeegnt: negated
aeegnst: negates
aegginnt: negating
aeginnot: negation
aeginnost: negations
aeegilntvy: negatively
aeeginstv: negatives
aegiimnstv: negativism,timesaving
aegiimnsstv: negativisms
aegiinsttv: negativist
acegiiinsttv: negativistic
aegiinssttv: negativists
aegiinttvy: negativity
aegnnort: negatron
ceeglnt: neglect
cdeeeglnt: neglected
ceeeglnrt: neglecter
ceefgllntu: neglectful
ceefglllntuy: neglectfully
ceeggilnnt: neglecting
ceeglnst: neglects
eeeggiln: negligee
eeeggilns: negligees
ceeeggilnn: negligence
eeggilnnt: negligent
eeggillnnty: negligently
beggiiiillnty: negligibility
beeggiilln: negligible
beggiillny: negligibly
abegiiilnotty: negotiability
abeegilnot: negotiable
aeeginott: negotiate
adeeginott: negotiated
aeeginostt: negotiates
aeggiinnott: negotiating
aegiinnoott: negotiation
aegiinnoostt: negotiations
aeginoortt: negotiator
aeginoorstt: negotiators
deeginrtu: negritude
beghinoru: neighbour
bdeeghinoru: neighboured
bdeghhinoooru: neighbourhood
bdeghhinooorsu: neighbourhoods
'bdeghhinooorsu: neighbourhood's
begghiinnoru: neighbouring
beeghiilnnorssu: neighbourliness
beghilnoruy: neighbourly
beghinorsu: neighbours
'beghinorsu: neighbour's
eehinrt: neither,therein
eknnot: nekton
elnnos: nelson
acemnostty: nematocyst
adeemnot: nematode
adeemnost: nematodes
eeemnss: nemeses
eeimnss: nemesis
acceilnoss: neoclassic
aacceillnoss: neoclassical
acceiilmnosss: neoclassicism
deimmnouy: neodymium
ehilnot: neolith
egilmnoos: neologism
'egilmnooss: neologism's
eglnooy: neology
ceimnnoy: neomycin
enno: neon,none
aaelnnot: neonatal
aeennot: neonate
eehnopty: neophyte
eehnopsty: neophytes
aelmnops: neoplasm,pleonasm
eeennopr: neoprene
eeehnnpt: nepenthe
eenpr: neper,preen
eehnpw: nephew
eehnpsw: nephews
'eehnpsw: nephew's
eehinprt: nephrite,trephine
cehiinprt: nephritic
ehiinprst: nephritis
eimnopst: nepotism
ceiinopstt: nepotistic
eimnnptuu: neptunium
eenrv: nerve,never
deenrv: nerved,vender
eeelnrssv: nerveless
eenrsv: nerves
'eenrsv: nerve's
eeinrrv: nervier,vernier
eeinnrssv: nerviness
eginnrv: nerving
enorsuv: nervous
elnorsuvy: nervously
eennorsssuv: nervousness
eenrruv: nervure
enrvy: nervy
enst: nest,nets,sent,tens
deenst: nested,tensed
eginnst: nesting,tensing
eelnst: nestle
deelnst: nestled
eelnsst: nestles
egilnnst: nestling
ensst: nests
ent: net,ten
abellnt: netball
eehnrt: nether
eehmnorstt: nethermost
deehlnorrtw: netherworld
eeeeknprt: netkeeper
eeiklnt: netlike
'enst: net's,ten's
eeknstu: netsuke
entt: nett,tent
eenrtt: netter
eginntt: netting,tenting
eelntt: nettle,telnet
deelntt: nettled
eelnstt: nettles,telnets
eeelmnostt: nettlesome
egilnntt: nettling
eknortw: network
deeknortw: networked
egiknnortw: networking
eknorstw: networks
